Source_URL,Username,Review,Cleaned_Review,Rating,Date,Sentiment
https://www.tokopedia.com/acer-jakarta/acer-aspire-lite-14-al14-32p-38re-intel-core-3-n355-8-512gb-ssd-windows-11-ohs-14-inch-wuxga-ips-light-silver-fresh-blue-and-nude-pink-1733363505829020820/review,S***m,"Packing aman, responsif, tapi sayang barang yg datang tidak sesuai dan bukan type A314 36M 36ZH melainkan 34TX itupun segelnya udah kebuka, serasa beli laptop seken, tern... ",packing aman responsif tapi sayang barang yg datang tidak sesuai dan bukan type a m zh melainkan tx itupun segelnya udah kebuka serasa beli laptop seken tern,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/acer-jakarta/acer-aspire-lite-14-al14-32p-38re-intel-core-3-n355-8-512gb-ssd-windows-11-ohs-14-inch-wuxga-ips-light-silver-fresh-blue-and-nude-pink-1733363505829020820/review,Y***f,"Laptop ini sempet bikin pusing hadehhh, pas dinyalain malah stuck di Automatic Repair terus, nongol juga tulisan Diagnosing your PC. Udah coba semua opsi, bahkan reset pu... ",laptop ini sempet bikin pusing hadehhh pas dinyalain malah stuck di automatic repair terus nongol juga tulisan diagnosing your pc udah coba semua opsi bahkan reset pu,3,4 bulan lalu,netral
https://www.tokopedia.com/gugellaptop/thinkpad-t470s-thinkpad-t470s-thinkpad-t470s-t470s-1731511946279159074/review,Gilang,Lebih dari 1 tahun lalu,lebih dari  tahun lalu,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/gugellaptop/thinkpad-t470s-thinkpad-t470s-thinkpad-t470s-t470s-1731511946279159074/review,Namikaze,6 bulan lalu,bulan lalu,3,6 bulan lalu,netral
https://www.tokopedia.com/apollonotebook/laptop-lenovo-thinkpad-x260-core-i5-second-terjangkau-bergaransi-1730699649080657038/review,Hendra,pengiriman LAMA BANGET...ENTAH ITU DI SENGAJA ATAU TIDAK YG JELAS ITU SANGAT MERUGIKAN KONSUMEN...sampai saya mengajukan komplain...awalnya kurir anter aja...eh malah pin... ,pengiriman lama bangetentah itu di sengaja atau tidak yg jelas itu sangat merugikan konsumensampai saya mengajukan komplainawalnya kurir anter ajaeh malah pin,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/apollonotebook/laptop-lenovo-thinkpad-x260-core-i5-second-terjangkau-bergaransi-1730699649080657038/review,Rahmanto,status baterai 2 tidak kebaca (Drop),status baterai  tidak kebaca drop,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/apollonotebook/laptop-lenovo-thinkpad-x260-core-i5-second-terjangkau-bergaransi-1730699649080657038/review,R***y,Lebih dari 1 tahun lalu,lebih dari  tahun lalu,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/apollonotebook/laptop-lenovo-thinkpad-x260-core-i5-second-terjangkau-bergaransi-1730699649080657038/review,r***i,"bintang 3 dulu. di engsel bag kanan, ada bunyi 'krek cetek' pas dibuka tutup layarnya.",bintang  dulu di engsel bag kanan ada bunyi krek cetek pas dibuka tutup layarnya,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/apollonotebook/laptop-lenovo-thinkpad-x260-core-i5-second-terjangkau-bergaransi-1730699649080657038/review,Kasmanto,"Keyboardnya kurang bagus masih banyak tombol tulisan jepang dan juga kondisinya banyak baret, lainnya OK",keyboardnya kurang bagus masih banyak tombol tulisan jepang dan juga kondisinya banyak baret lainnya ok,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/apollonotebook/laptop-lenovo-thinkpad-x260-core-i5-second-terjangkau-bergaransi-1730699649080657038/review,Harianto,"Fungsi semua ok, hanya saya dptnya yg kondisi fisik 70%, kirain dikasi yg spt foto etalase yg fisik masi 90%, rada kecewa tp ya sudahlah, kalau utk fungsi dan lainnya sem... ",fungsi semua ok hanya saya dptnya yg kondisi fisik  kirain dikasi yg spt foto etalase yg fisik masi  rada kecewa tp ya sudahlah kalau utk fungsi dan lainnya sem,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/apollonotebook/laptop-lenovo-thinkpad-x260-core-i5-second-terjangkau-bergaransi-1730699649080657038/review,Alifiya,unit lumayan mulus. Keyboard tempelan bahasa Jepang. Charger + batrai baru tapi tidak ori. Kamera buram. Dapat bonus softcase dan mouse,unit lumayan mulus keyboard tempelan bahasa jepang charger  batrai baru tapi tidak ori kamera buram dapat bonus softcase dan mouse,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/agresid/lenovo-ideapad-slim-3-14-i3-1315-8gb-512gb-w11-ohs-14-0-fhd-blit-1731231402520380483/review,B***n,"Next sblm brng dikirim harus double check lgi, yg smpe bukan laptop baru, segel box sdh di cutter, didlm box brantakan, laptop ditempel stickernote tulisan axioo, ada beb... ",next sblm brng dikirim harus double check lgi yg smpe bukan laptop baru segel box sdh di cutter didlm box brantakan laptop ditempel stickernote tulisan axioo ada beb,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/agresid/lenovo-ideapad-slim-3-14-i3-1315-8gb-512gb-w11-ohs-14-0-fhd-blit-1731231402520380483/review,N***a,"1. segel laptop sudah dibuka. tidak ada komunikasi dr penjual soal unit apakah bnib atau kemasan sudah dibuka
2. garansi sudah diaktivasi sebelum tanggal co
3. ada riwaya... ","segel laptop sudah dibuka tidak ada komunikasi dr penjual soal unit apakah bnib atau kemasan sudah dibuka
 garansi sudah diaktivasi sebelum tanggal co
 ada riwaya",1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/agresid/lenovo-ideapad-slim-3-14-i3-1315-8gb-512gb-w11-ohs-14-0-fhd-blit-1731231402520380483/review,K***a,"Beli laptop lenovo disini, dapet cashback 200rb buat beli ini. Berhubung laptopnya udah dikasih bintang 5, saya kasih review setelah pembelian 2bln. Laptop saya udah rusa... ",beli laptop lenovo disini dapet cashback rb buat beli ini berhubung laptopnya udah dikasih bintang  saya kasih review setelah pembelian bln laptop saya udah rusa,2,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/agresid/lenovo-ideapad-slim-3-14-i3-1315-8gb-512gb-w11-ohs-14-0-fhd-blit-1731231402520380483/review,Ferdinand,"barang oke, tp garansi sudah berjalan 8 bulan",barang oke tp garansi sudah berjalan  bulan,3,9 bulan lalu,netral
https://www.tokopedia.com/wei-1/laptop-hp-14-em0332au-em0333au-ryzen-3-7320u-8gb-512gb-ssd-14-fhd-win11-ohs-1731073555487884763/review,R***i,Kecewa barang baru di beli 1 hari keyboard nya sudah rusak. minta retur tidak bisa dengan alasan garansi resmi. padahal dari service center nya menyarankan untuk minta re... ,kecewa barang baru di beli  hari keyboard nya sudah rusak minta retur tidak bisa dengan alasan garansi resmi padahal dari service center nya menyarankan untuk minta re,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/wei-1/laptop-hp-14-em0332au-em0333au-ryzen-3-7320u-8gb-512gb-ssd-14-fhd-win11-ohs-1731073555487884763/review,a***i,"produknya baik.
hanya kecewa banget. kurang dari 5 jam malah ada promo. dan niat banget admin ga ada infoin 😅 pake ngeles pula LMAO. namanya promo itu pasti dari jauh2 h... ","produknya baik
hanya kecewa banget kurang dari  jam malah ada promo dan niat banget admin ga ada infoin  pake ngeles pula lmao namanya promo itu pasti dari jauh h",1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/wei-1/laptop-hp-14-em0332au-em0333au-ryzen-3-7320u-8gb-512gb-ssd-14-fhd-win11-ohs-1731073555487884763/review,Bangun,Barang rusak..,barang rusak,1,1 bulan lalu,negatif
https://www.tokopedia.com/starjayaelectronic/laptop-touchscreen-lenovo-thinkpad-t470s-core-i7-gen-6-8gb-256gb-1733591315677349803/review,Lingga,"pesennya t470s, yang di kirim t460s. parahh. semoga di beri kelancaran usahanya biar ga berbuat curang lagi. mending bilang aja kalo stock yg itu kosong, biar bisa beli b... ",pesennya ts yang di kirim ts parahh semoga di beri kelancaran usahanya biar ga berbuat curang lagi mending bilang aja kalo stock yg itu kosong biar bisa beli b,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/starjayaelectronic/laptop-touchscreen-lenovo-thinkpad-t470s-core-i7-gen-6-8gb-256gb-1733591315677349803/review,Fitriani,ekspedisi mengatakan silahkan komplain ke toko. jadi gimana ?,ekspedisi mengatakan silahkan komplain ke toko jadi gimana,1,10 bulan lalu,negatif
