Source_URL,Username,Review,Cleaned_Review,Rating,Date,Sentiment
https://www.tokopedia.com/apollonotebook/laptop-dell-e4310-core-i5-second-murah-bergaransi-1731138515921044622/review,Ahmad,mulus 80%,mulus,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/88-laptop/laptop-t14-series-intel-core-i5-gen-11-ram-8-16gb-ssd-128gb-up-to-512gb-best-grade-1731127365138548379/review,W***f,"Barangnya ga bgs, bukan bekas pabrik tetapi bekas pemakaian pribadi..",barangnya ga bgs bukan bekas pabrik tetapi bekas pemakaian pribadi,1,5 hari lalu,negatif
https://www.tokopedia.com/starjayaelectronic/laptop-hp-elitebook-840-g5-core-i7-gen8-ram-32gb-512gb-ssd-free-tas-1733699840056330155/review,VPNick,HATI2 BARANG BERMASALAH ! Walau keterangan 95-97% kondisi !,hati barang bermasalah  walau keterangan  kondisi,1,6 bulan lalu,negatif
https://www.tokopedia.com/happygsrlaptop2/laptop-l37-yoga-touchscreen-4gb-12-slim-os-chromebook-1730001390112246548/review,X***y,Kualitas pengerjaan: Barang sudah aku terima bagus cuman barang ku intalkan ke tukang instal tapi dak bisa di masukan aplikasi tlg Ki beri rrurorialnya kami kesulitan ben... ,kualitas pengerjaan barang sudah aku terima bagus cuman barang ku intalkan ke tukang instal tapi dak bisa di masukan aplikasi tlg ki beri rrurorialnya kami kesulitan ben,2,1 bulan lalu,negatif
https://www.tokopedia.com/starjayaelectronic/laptop-touchscreen-lenovo-thinkpad-t470s-core-i7-gen-6-8gb-256gb-1733591315677349803/review,A***h,"terimakasih sudah tiba, pada layar ada cacadnya (kalian pasang wallpapers full hitam ya, jangan lupa) padahal sudah nambah packing kayu. Semoga semua yang baca tulisan in... ",terimakasih sudah tiba pada layar ada cacadnya kalian pasang wallpapers full hitam ya jangan lupa padahal sudah nambah packing kayu semoga semua yang baca tulisan in,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/collinsofficial/apple-macbook-air-m4-2025-13-inch-16-256gb-16-512gb-24-512gb-gpu-8core-10core-resmi-ibox-1733912388791993543/review,B***e,a fraud seller. hati hati beli toko ini. kirimnya beda warna. tp penjual tidak mau retur dan tidak ada respon.,a fraud seller hati hati beli toko ini kirimnya beda warna tp penjual tidak mau retur dan tidak ada respon,1,3 bulan lalu,negatif
https://www.tokopedia.com/oceanla/lenovo-thinkpad-t490-intel-core-i7-l-i5-gen-8th-ram-32gb-ultrabook-i5-gen-8-16gb-ssd-512gb-6fff1/review,v***i,lebih fokus dlm mengirim barang... biar gak bolak balik 2x dan selalu yg disalahkan bagian gudang / packing,lebih fokus dlm mengirim barang biar gak bolak balik x dan selalu yg disalahkan bagian gudang  packing,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/us-electronic/laptop-hp-elitebook-745-g6-ryzen-5-pro-touchscreen-32gb-1tb-ssd-win10-mulus-1733402117462459521/review,suhendar,"barang tidak sesuai dengan detail produk, di detail produk baru ternyata di kirim yang second dan recondisi",barang tidak sesuai dengan detail produk di detail produk baru ternyata di kirim yang second dan recondisi,2,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/collinsofficial/collins-x-ww-acer-aspire-lite-al14-32p-intel-n150-i3-n355-8gb-ddr5-256gb-512gb-ssd-14-wuxga-w11-ohs-1732366248029553863/review,Purnomo,"Laptop tidak sesuai, yang saya pesan adalah ACER Aspire Lite 14 AL14-51M. Laptop yang saya terima Acer Lite 14 AL1-14M-RBID fitur charger berbeda",laptop tidak sesuai yang saya pesan adalah acer aspire lite  alm laptop yang saya terima acer lite  almrbid fitur charger berbeda,3,8 bulan lalu,netral
https://www.tokopedia.com/happygsrlaptop2/laptop-l37-yoga-touchscreen-4gb-12-slim-os-chromebook-1730001390112246548/review,M***u,Dak ad suaranya sepertinya speker rusak,dak ad suaranya sepertinya speker rusak,1,Lebih dari 1 tahun lalu,negatif
