Source_URL,Username,Review,Cleaned_Review,Rating,Date,Sentiment
https://www.tokopedia.com/apollonotebook/laptop-dell-e4310-core-i5-second-murah-bergaransi-1731138515921044622/review,Franz,"semakin lama semakin sampah saja barangnya, baterai dibilang 1 jam ternyata ga sampai 10 menit tewas. bunyi mesin bisa kedengeran ke tetangga, layar dead pixiel. ini lapt... ",semakin lama semakin sampah saja barangnya baterai dibilang  jam ternyata ga sampai  menit tewas bunyi mesin bisa kedengeran ke tetangga layar dead pixiel ini lapt,1,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/redstarelectronic/lenovo-thinkpad-t480s-core-i7-8650u-24gb-ram-512gb-nvme-ssd-tc-full-hd-windows-11-1729822537494135859/review,Apriliansyah,Varian: T480s Touchs - 16GB/512GB SSD,varian ts touchs gbgb ssd,3,5 bulan lalu,netral
https://www.tokopedia.com/tokohapedia-idn/apple-macbook-air-m1-chip-2020-256gb-512gb-space-gray-gold-silver-grey-inter-256gb/review,Arijuddin,Mantap barang datang dengan selamat. Tidak ada keluhan jaya terooosssss,mantap barang datang selamat ada keluh jaya terooosssss,5,Lebih dari 1 tahun lalu,positif
https://www.tokopedia.com/foxcomp/obrall-laptop-lenovo-thinkpad-x260-ci5-gen6-8-gb-ssd-256-murah-muluss-core-i5-ram-8-ssd-256-846cc/review,bangjun,mantap . barang kondisi ok . test lancar . packing aman . mulus .,mantap barang kondisi test lancar packing aman mulus,5,Lebih dari 1 tahun lalu,positif
https://www.tokopedia.com/royalltech/laptop-lenovo-ideapad-5-2in1-touch-ryzen-ai-7-350-16gb-1tb-w11-office-14-fhd-ips-1733520654091322871/review,e***n,kirimnya lama,kirimnya lama,3,Lebih dari 1 tahun lalu,netral
https://www.tokopedia.com/foxcomp/obrall-laptop-lenovo-thinkpad-x260-ci5-gen6-8-gb-ssd-256-murah-muluss-core-i5-ram-8-ssd-256-846cc/review,Cahyati,"mntap performa mesin mntap, walau ada lecet lecet dikit bajel karna maklum namanya juga barang bekas  secont tapi  puas banget belanja di toko ini terinakasih",mntap performa mesin mntap ada lecet lecet dikit bajel karna maklum nama barang bekas secont puas banget belanja toko terinakasih,5,Lebih dari 1 tahun lalu,positif
https://www.tokopedia.com/collinsofficial/asus-vivobook-go-14-e1404ga-i3-n305-8gb-ssd-256-512gb-14-fhd-w11-ohs-ssd-256gb-7d4bd/review,B***i,"Pelayanan cepat, namun alangkah baiknya bila pertanyaan dijawab dengan sejujur-jujurnya

cukup kecewa karena ternyata tidak sesuai dengan spesifikasi yang tercantum di de...",layan cepat alangkah baik bila tanya jawab sejujurjujurnya cukup kecewa nyata sesuai spesifikasi cantum de,2,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/trinitycomp/core-i7-gen-8-termurah-lenovo-thinkpad-x280-laptop-setipis-x1-carbon-i3-gen-8-4gb-no-storage-78c0c/review,C***o,"barangnya udah sampe,bagus (meskipun kotor krna debu, mungkin belum di bersihin,kipasnya agak brisik,entah mata saya yang agak bermasalah atau memang layarnya yang agak b... ",barang udah sampebagus meski kotor krna debu mungkin di bersihinkipasnya brisikentah mata masalah memang layar yang agak b,5,Lebih dari 1 tahun lalu,positif
https://www.tokopedia.com/protechcom/tecno-megabook-t1-14-ryzen-5-7430u-16gb-512gb-14-w11-1731615804633810848/review,Citro,"Penjual tidak teliti, laptop yg dikirim tidak bisa dihidupkan dan bermasalah. Meskipun bisa diretur tapi sy sbg pembeli rugi waktu.",jual teliti laptop yg kirim hidup masalah meski bisa retur sy sbg beli rugi waktu,2,Lebih dari 1 tahun lalu,negatif
https://www.tokopedia.com/foxcomp/obrall-laptop-lenovo-thinkpad-x260-ci5-gen6-8-gb-ssd-256-murah-muluss-core-i5-ram-8-ssd-256-846cc/review,Galih,"barangnya lumayan rapih, ga ada scratch atau dent. software masuk2 aja ada trojan 😅 tp udh dibersihin.
minus,
1. kurang rapet/bunyi di bagian kanan bawah
2. sticker keyb... ",barang lumayan rapih ga scratch dent software masuk aja trojan tp udh dibersihin minus kurang rapetbunyi bagi kanan bawah sticker keyb,5,Lebih dari 1 tahun lalu,positif
